celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_vote_share,week2_vote_share,week3_vote_share,week4_vote_share,week5_vote_share,week6_vote_share,week7_vote_share,week8_vote_share,week9_vote_share,week10_vote_share,week11_vote_share
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,0.3217878690647399,0.18510223724008176,0.17118806755647317,0.17012129497422496,0.15825630406392635,0.1608475806463827,0.16939519821720056,0.20589693580979823,0.2389612161185081,0.2625722050779671,
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,0.37684348212615354,0.5012612710911323,0.4553902422538529,0.43261941071919136,0.47424541225378514,0.3979086345113842,0.417088866719243,0.3636920795152729,0.4489707779568263,0.5194385296254329,
Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,0.03526576725167553,0.06484352299476213,0.07889895464436654,0.0944093042035083,0.07571407979226615,0.0857099587851555,0.0820151945925843,0.08062257292370527,0.10328062636374848,,
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.007329534089372161,0.011986097748312555,0.003517305207639003,0.012865600973926326,,,,,,,
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.022563488616155227,0.018105744109296888,0.014484298526115229,0.03289731083170915,0.010282142352589908,0.03182656398857488,0.024777229904337436,0.036085853172254836,,,
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0017634660685853056,0.004218726747137568,0.0021009012160964706,,,,,,,,
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,0.14914114330860537,0.14923525786344793,0.18234719387571674,0.1709380365931337,0.16989536255811732,0.14998090913585368,0.20065250120527475,0.17699875728940048,0.2087873795609172,0.21798926529660007,
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6.0,5.0,5.0,6.0,8.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0012215524846970606,0.008132831159651433,,,,,,,,,
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.00589349080072389,0.009130394123416721,0.004189158903733426,0.007270300490798892,0.012703235799915266,0.012894062575661747,,,,,
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.5,8.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.05229937104741058,0.013337699464271395,0.06495775557993136,0.06069393422840712,0.0765911951375171,0.1485726288460295,0.08670317176249347,0.13670380128956827,,,
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,5.0,5.0,5.0,,5.5,5.5,5.5,,6.0,7.0,6.0,6.0,5.0,6.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.003405025341966587,0.004553228712394981,0.009703867667150519,0.004099740303566106,,,,,,,
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7.0,7.0,8.0,,7.5,7.5,8.0,,9.0,9.0,9.0,9.0,7.0,7.0,7.0,,10.0,10.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,9.5,9.0,,9.6666,8.6666,8.6666,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.08465448665625863,0.09511556220715775,0.12461561187112957,0.06321367457199013,0.06812860621754693,0.08295750318545284,0.08900261669483014,0.07901440675211854,0.09939525935920591,,
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8.0,8.0,7.0,,7.5,7.5,7.5,,7.0,8.0,8.0,8.0,9.0,8.0,8.0,,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,,9.6666,9.6666,9.6666,,9.0,9.0,9.0,,10.0,10.5,11.0,,10.0,10.0,10.0,,0.09686633945720348,0.08455779714104561,0.09153250043171494,0.10860832752187623,0.16131755696793412,0.09898368101567666,0.1133379618194233,0.14943003417777426,0.13837835135127832,0.1433483209577351,0.14776426366342302
Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,Eliminated Week 2,12,5.0,5.0,5.0,,6.5,5.5,6.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0027380089326297197,0.006431728813014541,,,,,,,,,
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3rd Place,3,8.0,7.0,7.0,,7.5,7.0,8.0,,8.0,8.0,9.0,8.0,8.0,8.0,8.0,,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,8.5,,9.0,8.0,8.0,,8.5,8.5,8.5,,9.5,9.5,9.5,,9.3333,9.3333,9.3333,,0.12610372444231857,0.16314718893963748,0.20163619495935942,0.17819969901007346,0.16493724378636918,0.14376182683000674,0.09660472389600082,0.13595654509457486,0.15071766827412322,0.19756783442606743,0.18665406179366456
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,Eliminated Week 2,13,5.0,4.0,4.0,,5.0,5.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0007795758641608976,0.0011454918890015512,,,,,,,,,
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,Eliminated Week 8,7,7.0,7.0,7.0,,7.5,7.5,7.0,,7.0,7.0,8.0,7.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.0,,8.6666,7.6666,7.6666,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.013844722666115522,0.015269247304278732,0.02391442974232979,0.02853104409718282,0.03746225770987281,0.03253366371589216,0.03825727242142777,0.02769507672024928,,,
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,Withdrew,5,8.0,7.0,8.0,,8.0,8.0,8.5,,8.0,9.0,8.0,8.0,9.0,9.0,9.0,,7.0,7.0,8.0,7.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,,9.0,9.0,10.0,,8.5,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.023895190855639948,0.07877655642813648,0.050188273691121325,0.05297369160286178,0.024549973215610477,0.048662932953426365,0.04324891454847985,0.04508775785611562,0.032123716148959654,,
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2nd Place,2,8.0,8.0,8.0,,7.5,7.5,7.5,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,,11.0,11.0,11.0,,9.0,9.0,9.5,,9.0,9.0,9.0,,10.0,10.0,10.0,,0.17090707754194312,0.039856166075742466,0.220409729333787,0.19181967455100274,0.13367686273864682,0.21752668844850623,0.1574930104355944,0.18923667759214016,0.1829850066878044,0.21795808502228972,0.21218052770198498
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,Eliminated Week 7,8,7.0,7.0,7.0,,8.0,7.0,7.5,,7.0,8.0,7.0,8.0,9.0,9.0,9.0,,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.5,9.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.017707737479269115,0.022122974679925873,0.011473034335827286,0.014511697808770057,0.010383717725363617,0.011836755353275613,0.01489322758293722,,,,
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,10.0,,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.5,10.0,9.5,,10.0,9.0,9.0,,10.0,10.0,10.0,,10.5,10.5,10.5,,10.0,10.0,10.0,,0.4481315595801915,0.47115591342641633,0.25830886961850236,0.34919153650960255,0.3911493593976222,0.3571347436326887,0.44716227260130653,0.37357950180702726,0.3963999981786284,0.44112575959390776,0.45340114684092736
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,Withdrew,11,4.0,4.0,4.0,,6.5,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.003456494801355266,0.009813322288919481,,,,,,,,,
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,Eliminated Week 6,9,5.0,5.0,5.0,,6.5,6.0,6.0,,5.0,5.0,5.0,5.0,6.0,6.0,6.0,,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.007510056380947496,0.008054822094328564,0.008217488349077769,0.008850914023074018,0.008394422241033829,0.006602204865074644,,,,,
Mischa Barton,Artem Chigvintsev,Actor/Actress,,England,30,22,Eliminated Week 3,11,5.0,5.0,6.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.002634789602223165,0.0022656136928978564,0.00436292304204032,,,,,,,,
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7.0,6.0,7.0,,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.018870709647872255,0.019995439128915632,0.014810491149329516,0.02590643535189277,0.019884700446679903,0.025430870942636317,0.02172396408986951,,,,
Jodie Sweetin,Keo Motsepe,Actor/Actress,California,United States,34,22,Eliminated Week 8,6,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,,8.0,8.5,9.0,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.048098228191239704,0.06671332817306862,0.06283078576488521,0.03158697914529404,0.05289990820662198,0.048788654835503965,0.04603903439815384,0.06373953074672745,,,
Doug Flutie,Karina Smirnoff,Athlete,Maryland,United States,53,22,Eliminated Week 6,9,5.0,5.0,5.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.002259521159132497,0.00774920381628073,0.004586170846905723,0.002111865332408864,0.009179426033091673,0.004435983171803837,,,,,
Von Miller,Witney Carson,Athlete,Texas,United States,27,22,Eliminated Week 7,7,8.0,6.0,7.0,,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,,8.5,8.5,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.03931044689032827,0.03662726733624008,0.02021888294766538,0.06119478113205237,0.039690675913115855,0.068630652727394,0.06656026886278472,,,,
Antonio Brown,Sharna Burgess,Athlete,Florida,United States,27,22,Eliminated Week 9,5,8.0,6.0,7.0,,6.0,6.0,7.0,,7.0,6.0,7.0,,9.0,8.0,9.0,9.0,7.0,6.0,6.0,7.0,9.0,9.0,9.0,,8.5,8.5,9.0,,9.0,9.0,9.0,,9.0,9.0,9.5,,0.0,0.0,0.0,,,,,,0.06993844182793524,0.05483113661283187,0.04761894104306294,0.08875769645347414,0.049892280794198655,0.08811624746121012,0.06316803025789337,0.10006901448519491,0.0930618451744845,,
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0,10.0,9.0,,9.0,9.0,9.5,,10.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.6666,10.0,,,,,,0.23122636377218245,0.4697707229838323,0.3915998521517936,0.21573000746357296,0.25538519023080075,0.20491498427288285,0.22714658656962108,0.2081525298439238,0.2829558210363576,0.3024778029621962,
Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72,22,Eliminated Week 2,12,5.0,4.0,4.0,,5.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.00095984828988418,0.0012110006445851707,,,,,,,,,
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8.0,7.0,8.0,,7.0,6.0,7.0,,8.0,8.0,9.0,,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,9.0,,9.5,9.0,9.5,,10.0,9.0,10.0,,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,,,,,0.35330447401852805,0.12313133903895235,0.3296144154351257,0.3529383638102256,0.37507324507755824,0.27182700677068533,0.3271691430813242,0.4257444655339376,0.3055216505168098,0.47643100901634317,
Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35,22,3rd Place,3,8.0,7.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.5,,10.0,10.0,10.0,,9.0,9.5,9.5,,9.3333,9.6666,9.3333,,,,,,0.1537453307753553,0.09603412299156043,0.05838630526214389,0.16276640617684188,0.16216702216276094,0.1406539220897822,0.1408198532206252,0.12415621809999686,0.15322901197341615,0.22109118802146074,
Wanya Morris,Lindsay Arnold,Singer/Rapper,Pennsylvania,United States,42,22,Eliminated Week 9,4,8.0,7.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,10.0,9.0,10.0,,9.0,9.0,9.5,,8.0,8.0,9.0,,10.0,10.0,10.0,,0.0,0.0,0.0,,,,,,0.07470765502791311,0.11564412096707467,0.06217703774883388,0.056092229748106306,0.035827551135172116,0.1472016777281013,0.107373119519728,0.07813824129021926,0.16523167129893201,,
Marla Maples,Tony Dovolani,TV Personality,Georgia,United States,52,22,Eliminated Week 4,10,7.0,7.0,7.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.00494419079740589,0.006026704613760207,0.0037941946082137323,0.002915235386131127,,,,,,,
Jake T. Austin,Jenna Johnson,Actor/Actress,New York,United States,21,23,Eliminated Week 2,13,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.02211971882893012,0.021931631483857184,,,,,,,,,
Maureen McCormick,Artem Chigvintsev,Actor/Actress,California,United States,60,23,Eliminated Week 7,8,6.0,5.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,7.0,8.0,8.0,8.5,8.0,8.0,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.017695365360019855,0.05205168140568932,0.04384844397909081,0.02297765829530914,0.026767350706817673,0.034484963967768296,0.026972462844568612,,,,
Marilu Henner,Derek Hough,Actor/Actress,Illinois,United States,64,23,Eliminated Week 9,6,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,9.0,9.0,,8.0,9.0,9.0,8.0,7.5,8.0,8.5,8.0,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.01101666428015286,0.0072957649504174745,0.007366171496947514,0.0028023998934920734,0.005094199607192583,0.006325836774141559,0.0053845228460250695,0.0058072392740909674,0.01374717890808303,,
Ryan Lochte,Cheryl Burke,Athlete,New York,United States,32,23,Eliminated Week 8,7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,8.0,,8.0,8.0,8.0,,7.0,8.0,8.0,7.0,8.5,8.0,8.0,8.5,8.0,9.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.012050690411808765,0.006628816725604802,0.011371743888367468,0.025380564208619068,0.10146886573951215,0.045326920262826906,0.11466855496506159,0.12567916395685738,,,
Calvin Johnson Jr.,Lindsay Arnold,Athlete,Georgia,United States,30,23,3rd Place,3,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,10.0,9.0,9.0,9.5,9.0,9.0,9.5,10.0,10.0,10.0,,9.0,9.0,10.0,9.0,9.0,9.5,9.5,,9.3333,9.6666,9.6666,9.6666,0.10865278475387223,0.12175905105704253,0.3634045238044296,0.099858253052007,0.14053848699632165,0.18857237696237025,0.17413397282927623,0.19403844348340482,0.17992108985090208,0.15503203977019733,0.2448978666478955
Laurie Hernandez,Valentin Chmerkovskiy,Athlete,New Jersey,United States,16,23,1st Place,1,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,,8.0,9.0,8.0,,9.0,9.0,9.0,10.0,8.0,8.5,9.0,9.0,11.0,11.0,11.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,9.6666,10.0,9.6666,10.0,0.3277589688779299,0.4070573931223138,0.2731591931259807,0.1115880365528737,0.09391582569720203,0.12167515808948615,0.12273605292935469,0.12701665120529895,0.11268908380754962,0.1315656237727698,0.1502851517059353
Amber Rose,Maksim Chmerkoskiy,Model,Pennsylvania,United States,32,23,Eliminated Week 6,9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.012568848730469158,0.0070900155554116835,0.011486078259256034,0.07373347689769678,0.07515846524369738,0.02349356753240208,,,,,
Rick Perry,Emma Slater,Politician,Texas,United States,66,23,Eliminated Week 3,12,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.008278703792772686,0.0064916116553843176,0.01128023950696797,,,,,,,,
James Hinchcliffe,Sharna Burgess,Racing Driver,,Canada,29,23,2nd Place,2,8.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,9.0,9.0,10.0,,10.0,9.0,10.0,,10.0,9.0,9.0,10.0,9.5,9.0,9.0,9.5,11.6666,11.6666,11.6666,,9.0,9.0,9.0,9.0,9.5,10.0,10.0,,9.6666,9.6666,9.6666,10.0,0.3302755916410327,0.14652240931139313,0.17404112493971052,0.490682535080216,0.37262278878095,0.41950323106707327,0.3546343248851914,0.336088740749569,0.3882889540985641,0.34972758804923276,0.4828765989845587
Babyface,Allison Holker,Singer/Rapper,Indiana,United States,57,23,Eliminated Week 4,11,7.0,6.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0072115880930140736,0.006299975965297086,0.004348288952210564,0.0010743135868590908,,,,,,,
Vanilla Ice,Witney Carson,Singer/Rapper,Texas,United States,48,23,Eliminated Week 4,10,7.0,5.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,8.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.026929869088611225,0.017722296555654694,0.011680808355807646,0.028021981826518026,,,,,,,
Jana Kramer,Gleb Savchenko,Singer/Rapper,Michigan,United States,32,23,Eliminated Week 11,4,7.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,,9.0,8.0,9.0,,10.0,10.0,10.0,10.0,8.0,8.5,9.0,9.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,9.5,9.5,10.0,,8.5,9.0,9.0,9.0,0.07763983156515028,0.06684298626953485,0.03761700507308862,0.048420852018431944,0.07413417392441221,0.12839704191613466,0.09608133186108997,0.1354430321763946,0.12600668963690437,0.12753736332921092,0.12194038266161057
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,7.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,,9.0,9.0,9.0,,7.0,8.0,8.0,7.0,8.5,8.5,9.0,8.5,8.0,8.0,8.0,,10.0,10.0,9.0,9.0,10.0,10.0,10.0,,0.0,0.0,0.0,0.0,0.03780137457623616,0.13230636594239906,0.0503963786181426,0.09545992858797714,0.11029984330389443,0.032220903427796835,0.10538877683943244,0.07592672915438421,0.17934700369799675,0.2361373850785892,
Charo,Keo Motsepe,Actor/Actress,,Spain,66,24,Eliminated Week 3,11,6.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.015080394000823174,0.015369289962913436,0.01813015850033759,,,,,,,,
